,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,qntacode_start,surveyzone_start,qday1tripend,qborough_end,qntacode_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,ntacode_home,qsurveyzone_start,qsurveyzone_end,disability
1013,2100705,100705,Wednesday,Very Typical,Queens,Middle Queens,NOON,Middle Queens,QN60,Middle Queens,Home,Queens,QN60,Middle Queens,Home,16 to 20,2.0,Female,"$15,000 - $24,999",No,No,Yes,No,No,No,No,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.359594635,Shopping,2.0,Middle Queens,Middle Queens,No
1014,2100714,100714,Wednesday,Very Typical,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,BK61,Inner Brooklyn,Work,Brooklyn,BK61,Inner Brooklyn,Work,0 to 5,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,1.441484323,Business,2.0,Inner Brooklyn,Inner Brooklyn,No
1015,2100715,100715,Wednesday,Very Typical,Queens,Inner Queens,AM,Inner Queens,QN50,Inner Queens,School,Manhattan,MN23,Manhattan Core,School,41 to 45,3.0,Female,"Less than $14,999",Yes,No,No,No,Yes,No,No,No,No,18-24,Hispanic,"Associate degree (i.e., AA, AS)",No,I do not have access to a car,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,1.054658776,School,2.0,Inner Queens,Manhattan Core,No
1016,2100720,100720,Wednesday,Very Typical,The Bronx,Northern Bronx,AM,Northern Bronx,BX31,Northern Bronx,Park/Recreational area/Gym,The Bronx,BX49,Northern Bronx,Park/Recreational area/Gym,21 to 25,4.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,71.0,56.0,0.22,Yes,Personal car,Car,No,1.086607183,Social/recreation,2.0,Northern Bronx,Northern Bronx,No
1017,2100722,100722,Wednesday,Very Typical,Staten Island,Staten Island,AM,Staten Island,SI24,Staten Island,Home,Staten Island,SI24,Staten Island,Home,6 to 10,2.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal car,Car,No,0.11508029,Social/recreation,2.0,Staten Island,Staten Island,No
1018,2100733,100733,Wednesday,Very Typical,The Bronx,Northern Bronx,NOON,Northern Bronx,BX07,Northern Bronx,Home,The Bronx,BX07,Northern Bronx,Home,16 to 20,2.0,Male,"$25,000 - $34,999",No,Yes,Yes,No,No,No,No,No,No,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.255949999,Shopping,2.0,Northern Bronx,Northern Bronx,No
1019,2100739,100739,Wednesday,Very Typical,Staten Island,Staten Island,AM,Inner Brooklyn,BK32,Inner Brooklyn,Work,Brooklyn,BK32,Inner Brooklyn,Work,0 to 5,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.150215273,Dining,2.0,Inner Brooklyn,Inner Brooklyn,No
1020,2100748,100748,Wednesday,Very Typical,Queens,Outer Queens,AM,Manhattan Core,MN40,Manhattan Core,Restaurant or bar,Manhattan,MN33,Northern Manhattan,Restaurant or bar,11 to 15,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,71.0,56.0,0.22,No,"Shared-ride service such a Uber Pool, Via, or Lyft Line",For-Hire Vehicle,No,0.785247162,Social/recreation,2.0,Manhattan Core,Northern Manhattan,No
1021,2100749,100749,Wednesday,Very Typical,Brooklyn,Inner Brooklyn,NOON,Middle Queens,QN60,Middle Queens,School,Brooklyn,BK37,Inner Brooklyn,School,56 to 60,5.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Commuter rail,Commuter Rail,Yes,1.168061244,School,2.0,Middle Queens,Inner Brooklyn,No
1022,2100757,100757,Wednesday,Very Typical,Queens,Middle Queens,NOON,Manhattan Core,MN23,Manhattan Core,Home,Queens,QN17,Middle Queens,Home,36 to 40,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,0.664273941,Commute to/from work,2.0,Manhattan Core,Middle Queens,No
1023,2100762,100762,Wednesday,Very Typical,Manhattan,Northern Manhattan,NOON,Manhattan Core,MN15,Manhattan Core,Home,Manhattan,MN06,Northern Manhattan,Home,16 to 20,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,Other,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,71.0,56.0,0.22,Yes,Walk,Walk,Yes,0.8701831870000001,Commute to/from work,2.0,Manhattan Core,Northern Manhattan,No
1024,2100775,100775,Wednesday,Very Typical,Brooklyn,Inner Brooklyn,PM,Inner Brooklyn,BK61,Inner Brooklyn,Home,Brooklyn,BK61,Inner Brooklyn,Home,11 to 15,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,5.175303928,Shopping,2.0,Inner Brooklyn,Inner Brooklyn,No
1025,2100777,100777,Wednesday,Very Typical,Queens,Middle Queens,PM,Manhattan Core,MN17,Manhattan Core,Home,Queens,QN17,Middle Queens,Home,36 to 40,2.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.622347259,Commute to/from work,2.0,Manhattan Core,Middle Queens,No
1026,2100778,100778,Wednesday,Very Typical,Queens,Inner Queens,PM,Inner Queens,QN70,Inner Queens,Work,Queens,MN99,Inner Queens,Work,26 to 30,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal car,Car,No,0.18866303399999998,Commute to/from work,2.0,Inner Queens,Inner Queens,No
1027,2100787,100787,Wednesday,Very Typical,Queens,Outer Queens,NOON,Manhattan Core,MN13,Manhattan Core,Restaurant or bar,Manhattan,MN23,Manhattan Core,Restaurant or bar,6 to 10,4.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.451186145,Dining,2.0,Manhattan Core,Manhattan Core,No
1028,2100788,100788,Wednesday,Very Typical,Manhattan,Northern Manhattan,PM,Manhattan Core,MN25,Manhattan Core,Home,Manhattan,MN09,Northern Manhattan,Home,41 to 45,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,0.40550070899999996,Commute to/from work,2.0,Manhattan Core,Northern Manhattan,No
1029,2100794,100794,Wednesday,Very Typical,The Bronx,Northern Bronx,AM,Northern Bronx,BX09,Northern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",The Bronx,BX27,Southern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",0 to 5,8.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.638495758,Personal errands,2.0,Northern Bronx,Southern Bronx,No
1030,2100798,100798,Wednesday,Very Typical,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,BK61,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,BK61,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",11 to 15,3.0,Male,"$15,000 - $24,999",No,No,Yes,No,No,No,No,No,No,55-64,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,56.0,0.22,Yes,Walk,Walk,Yes,6.707968871,Dining,2.0,Inner Brooklyn,Inner Brooklyn,No
1031,2100800,100800,Wednesday,Very Typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,BK96,Outer Brooklyn,Friend or family member's home,Brooklyn,BK78,Inner Brooklyn,Friend or family member's home,61 to 180,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,Yes,Subway,Subway,Yes,4.623162321000001,Personal errands,2.0,Outer Brooklyn,Inner Brooklyn,No
1032,2100806,100806,Thursday,Very Typical,Brooklyn,Inner Brooklyn,NOON,Inner Brooklyn,BK61,Inner Brooklyn,Home,Brooklyn,BK35,Inner Brooklyn,Home,11 to 15,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Walk,Walk,Yes,1.376267795,Commute to/from work,2.0,Inner Brooklyn,Inner Brooklyn,No
1033,2100835,100835,Thursday,Very Typical,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,BK37,Inner Brooklyn,Work,Manhattan,MN13,Manhattan Core,Work,41 to 45,6.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,Yes,Subway,Subway,Yes,0.6322638270000001,Commute to/from work,2.0,Inner Brooklyn,Manhattan Core,No
1034,2100838,100838,Thursday,Very Typical,Queens,Outer Queens,PM,Manhattan Core,MN40,Manhattan Core,Home,Queens,QN03,Outer Queens,Home,61 to 180,2.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Subway,Subway,Yes,0.294018043,Commute to/from work,2.0,Manhattan Core,Outer Queens,No
1035,2100842,100842,Thursday,Very Typical,The Bronx,Southern Bronx,PM,Manhattan Core,MN17,Manhattan Core,Home,The Bronx,BX41,Southern Bronx,Home,41 to 45,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,67.0,56.0,0.0,No,Subway,Subway,Yes,0.27995659300000003,Commute to/from work,2.0,Manhattan Core,Southern Bronx,No
1036,2100859,100859,Thursday,Very Typical,Queens,Middle Queens,NOON,Middle Queens,QN18,Middle Queens,Home,Queens,QN17,Middle Queens,Home,11 to 15,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,67.0,56.0,0.0,No,Walk,Walk,Yes,0.945319395,Personal errands,2.0,Middle Queens,Middle Queens,No
1037,2100903,100903,Friday,Very Typical,Staten Island,Staten Island,NOON,Staten Island,SI24,Staten Island,Home,Staten Island,SI01,Staten Island,Home,0 to 5,2.0,Male,"$50,000 - $74,999",Yes,No,No,No,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,1.561623503,Dining,2.0,Staten Island,Staten Island,No
1038,2100904,100904,Friday,Very Typical,Queens,Outer Queens,PM,Manhattan Core,MN17,Manhattan Core,Home,Queens,QN45,Outer Queens,Home,61 to 180,3.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Subway,Subway,Yes,0.791018935,Commute to/from work,2.0,Manhattan Core,Outer Queens,No
1039,2100907,100907,Friday,Very Typical,The Bronx,Northern Bronx,NOON,Manhattan Core,MN24,Manhattan Core,Work,Manhattan,MN23,Manhattan Core,Work,6 to 10,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Walk,Walk,Yes,0.548132149,Dining,2.0,Manhattan Core,Manhattan Core,No
1040,2100912,100912,Friday,Very Typical,Queens,Middle Queens,NOON,Middle Queens,QN22,Middle Queens,Home,Queens,QN22,Middle Queens,Home,11 to 15,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,0.35111221299999995,Shopping,2.0,Middle Queens,Middle Queens,No
1041,2100913,100913,Friday,Very Typical,Manhattan,Northern Manhattan,AM,Manhattan Core,MN32,Manhattan Core,Park/Recreational area/Gym,Manhattan,MN19,Manhattan Core,Park/Recreational area/Gym,16 to 20,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,Yes,No,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,56.0,53.0,0.65,No,Personal car,Car,No,0.37354532700000004,Shopping,2.0,Manhattan Core,Manhattan Core,No
1042,2100916,100916,Friday,Very Typical,Staten Island,Staten Island,PM,Staten Island,SI07,Staten Island,Restaurant or bar,Staten Island,SI07,Staten Island,Restaurant or bar,41 to 45,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,0.14507257,Social/recreation,2.0,Staten Island,Staten Island,No
1043,2100921,100921,Friday,Very Typical,Brooklyn,Inner Brooklyn,NOON,NOT CODED,BK99,NOT CODED,School,Brooklyn,BK61,Inner Brooklyn,School,11 to 15,3.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Walk,Walk,Yes,7.4697866170000005,Commute to/from work,2.0,NOT CODED,Inner Brooklyn,No
1044,2100924,100924,Friday,Very Typical,Queens,Inner Queens,NOON,Manhattan Core,MN25,Manhattan Core,Work,Manhattan,MN25,Manhattan Core,Work,0 to 5,3.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,Other,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,56.0,53.0,0.65,No,Walk,Walk,Yes,0.300164793,Commute to/from work,2.0,Manhattan Core,Manhattan Core,No
1045,2100932,100932,Friday,Very Typical,Staten Island,Staten Island,PM,Staten Island,SI01,Staten Island,Home,Staten Island,SI01,Staten Island,Home,0 to 5,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,0.242017717,Shopping,2.0,Staten Island,Staten Island,No
1046,2100938,100938,Friday,Very Typical,Queens,Inner Queens,NOON,Manhattan Core,MN40,Manhattan Core,Restaurant or bar,Manhattan,MN17,Manhattan Core,Restaurant or bar,16 to 20,5.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Local bus,Bus,Yes,0.233434,Social/recreation,2.0,Manhattan Core,Manhattan Core,No
1047,2100945,100945,Friday,Very Typical,Queens,Inner Queens,NOON,Inner Brooklyn,BK38,Inner Brooklyn,Home,Queens,QN31,Inner Queens,Home,41 to 45,2.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Other ferry,Ferry,Yes,0.517507071,Accompanying other traveler,2.0,Inner Brooklyn,Inner Queens,No
1048,2100948,100948,Friday,Very Typical,Staten Island,Staten Island,PM,Staten Island,SI36,Staten Island,Home,Staten Island,SI24,Staten Island,Home,21 to 25,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,56.0,53.0,0.65,No,Subway,Subway,Yes,0.272264561,Dining,2.0,Staten Island,Staten Island,No
1049,2100950,100950,Friday,Very Typical,Queens,Middle Queens,NOON,Middle Queens,QN22,Middle Queens,Home,Queens,QN22,Middle Queens,Home,26 to 30,4.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,0.85786783,Commute to/from work,2.0,Middle Queens,Middle Queens,No
1050,2100985,100985,Friday,Very Typical,Queens,Middle Queens,NOON,Outer Queens,QN47,Outer Queens,Home,Queens,QN54,Middle Queens,Home,56 to 60,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,0.700126855,Commute to/from work,2.0,Outer Queens,Middle Queens,No
1051,2100986,100986,Friday,Very Typical,Manhattan,Northern Manhattan,PM,Northern Manhattan,MN36,Northern Manhattan,Work,Manhattan,MN23,Manhattan Core,Work,36 to 40,3.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,Yes,Subway,Subway,Yes,0.224564811,Commute to/from work,2.0,Northern Manhattan,Manhattan Core,No
1052,2100988,100988,Friday,Very Typical,Queens,Middle Queens,AM,Middle Queens,QN53,Middle Queens,Home,Queens,QN53,Middle Queens,Home,41 to 45,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,2.957494055,Social/recreation,2.0,Middle Queens,Middle Queens,No
1053,2100990,100990,Friday,Very Typical,Queens,Middle Queens,NOON,Middle Queens,QN18,Middle Queens,Home,Queens,QN18,Middle Queens,Home,51 to 55,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,56.0,53.0,0.65,No,Walk,Walk,Yes,0.73855458,Shopping,2.0,Middle Queens,Middle Queens,No
1054,2101000,101000,Friday,Very Typical,Queens,Inner Queens,NOON,Manhattan Core,MN17,Manhattan Core,Restaurant or bar,Manhattan,MN17,Manhattan Core,Restaurant or bar,0 to 5,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,56.0,53.0,0.65,No,Walk,Walk,Yes,0.613267501,Dining,2.0,Manhattan Core,Manhattan Core,No
1055,2101014,101014,Friday,Very Typical,The Bronx,Northern Bronx,NOON,Northern Bronx,BX37,Northern Bronx,Friend or family member's home,The Bronx,BX37,Northern Bronx,Friend or family member's home,11 to 15,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Walk,Walk,Yes,0.36239524,Social/recreation,2.0,Northern Bronx,Northern Bronx,No
1056,2101022,101022,Friday,Very Typical,Staten Island,Staten Island,NOON,Staten Island,SI37,Staten Island,"Grocery store or market (including deli, bodega, etc.)",Staten Island,SI25,Staten Island,"Grocery store or market (including deli, bodega, etc.)",61 to 180,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,56.0,53.0,0.65,No,Personal car,Car,No,0.529152112,Shopping,2.0,Staten Island,Staten Island,No
1057,2101170,101170,Friday,Very Typical,Staten Island,Staten Island,NOON,Staten Island,SI45,Staten Island,Home,Staten Island,SI45,Staten Island,Home,16 to 20,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,81.0,56.0,0.0,No,Walk,Walk,Yes,0.16232239699999998,Shopping,2.0,Staten Island,Staten Island,No
1058,2101219,101219,Saturday,Very Typical,Staten Island,Staten Island,AM,Staten Island,SI35,Staten Island,Home,Staten Island,SI35,Staten Island,Home,0 to 5,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal car,Car,No,0.27147387,Personal errands,2.0,Staten Island,Staten Island,No
1059,2101226,101226,Saturday,Very Typical,Staten Island,Staten Island,NOON,Staten Island,SI07,Staten Island,Restaurant or bar,Manhattan,MN31,Manhattan Core,Restaurant or bar,0 to 5,3.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Walk,Walk,Yes,0.221508545,Social/recreation,2.0,Staten Island,Manhattan Core,No
1060,2101237,101237,Saturday,Very Typical,Queens,Middle Queens,NOON,Middle Queens,QN17,Middle Queens,Home,Queens,QN17,Middle Queens,Home,6 to 10,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal car,Car,No,0.276629043,Commute to/from work,2.0,Middle Queens,Middle Queens,No
1061,2101244,101244,Saturday,Very Typical,Queens,Middle Queens,NOON,Outer Queens,QN06,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,QN56,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",16 to 20,3.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic",Some high school,No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,56.0,0.0,No,Personal car,Car,No,2.147227329,Personal errands,2.0,Outer Queens,Outer Queens,No
