,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode
591,1103354,103354,Wednesday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Other,The Bronx,Southern Bronx,Other,41 to 45,4.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,60.0,0.0,No,Subway,Subway,Yes,0.609405894,Personal errands
592,1103355,103355,Wednesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Manhattan Core,School,Manhattan,Northern Manhattan,School,26 to 30,8.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,1.367415,School
593,1103356,103356,Wednesday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,"Entertainment event (i.e. sporting event, play, etc.)",Manhattan,Manhattan Core,"Entertainment event (i.e. sporting event, play, etc.)",41 to 45,2.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,1.462277135,Social/recreation
594,1103367,103367,Wednesday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,Work,Manhattan,Manhattan Core,Work,56 to 60,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Commuter rail,Commuter Rail,Yes,0.570262055,Commute to/from work
595,1103369,103369,Wednesday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,Doctor's office or hospital,The Bronx,Northern Bronx,Doctor's office or hospital,21 to 25,7.0,Male,"$35,000 - $49,999",No,No,Yes,No,No,No,No,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Car Service,For-Hire Vehicle,No,0.4324799,Medical visit (doctor's office)
596,1103370,103370,Wednesday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,Work,Manhattan,Manhattan Core,Work,56 to 60,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,0.46660991700000004,Commute to/from work
597,1103380,103380,Thursday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,16 to 20,8.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",No,Other,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Walk,Walk,Yes,0.557802913,Shopping
598,1103386,103386,Thursday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Child's daycare facility or school,Staten Island,Staten Island,Child's daycare facility or school,16 to 20,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,No,Yes,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.143987326,School
599,1103398,103398,Thursday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Home,Manhattan,Northern Manhattan,Home,41 to 45,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,0.809161503,Commute to/from work
600,1103401,103401,Thursday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,0 to 5,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Walk,Walk,Yes,0.204404461,Shopping
601,1103403,103403,Thursday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,"Retail store (e.g. clothing, electronic, hardware, etc.)",Staten Island,Staten Island,"Retail store (e.g. clothing, electronic, hardware, etc.)",6 to 10,3.0,Male,"$50,000 - $74,999",Yes,No,No,No,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Personal car,Car,No,1.561623503,Shopping
602,1103406,103406,Thursday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Manhattan,Manhattan Core,Work,41 to 45,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,0.393479366,Commute to/from work
603,1103413,103413,Thursday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,"Grocery store or market (including deli, bodega, etc.)",Manhattan,Northern Manhattan,"Grocery store or market (including deli, bodega, etc.)",26 to 30,1.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Walk,Walk,Yes,0.224564811,Shopping
604,1103417,103417,Thursday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Outside of New York City,The Bronx,Southern Bronx,Home,21 to 25,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,82.0,60.0,0.0,Yes,Personal car,Car,No,2.249652607,School
605,1103445,103445,Thursday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Park/Recreational area/Gym,Manhattan,Manhattan Core,Park/Recreational area/Gym,31 to 35,3.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,0.282310305,Social/recreation
606,1103449,103449,Thursday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,0 to 5,2.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,1.086777924,Commute to/from work
607,1103454,103454,Thursday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,School,Manhattan,Manhattan Core,School,36 to 40,7.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Green taxi,For-Hire Vehicle,No,0.35535614299999996,School
608,1103467,103467,Friday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,School,Manhattan,Manhattan Core,School,56 to 60,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.394453454,School
609,1103472,103472,Friday,Very typical,Queens,Inner Queens,PM,Queens,Inner Queens,Friend or family member's home,Queens,Inner Queens,Friend or family member's home,6 to 10,3.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,0.342489076,Social/recreation
610,1103474,103474,Friday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,Work,Manhattan,Manhattan Core,Work,56 to 60,5.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.877051212,Commute to/from work
611,1103475,103475,Friday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",Queens,Outer Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",31 to 35,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Local bus,Bus,Yes,0.501388996,Shopping
612,1103484,103484,Friday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Manhattan Core,Work,Manhattan,Northern Manhattan,Work,46 to 50,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.308762023,Commute to/from work
613,1103508,103508,Friday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Work,Manhattan,Manhattan Core,Work,36 to 40,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.22552804899999998,Commute to/from work
614,1103528,103528,Friday,Very typical,Queens,Inner Queens,AM,Queens,Middle Queens,Home,Queens,Inner Queens,Home,21 to 25,1.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"Asian, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.943003536,Commute to/from work
615,1103536,103536,Friday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,Manhattan,Manhattan Core,Work,41 to 45,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,Yes,No,No,No,18-24,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,Yes,Subway,Subway,Yes,0.12541684,Commute to/from work
616,1103542,103542,Friday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Manhattan,Manhattan Core,Work,56 to 60,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.337084665,Commute to/from work
617,1103543,103543,Friday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Manhattan,Manhattan Core,Work,21 to 25,5.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.313825636,Commute to/from work
618,1103553,103553,Friday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Queens,Inner Queens,Work,41 to 45,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,1.266821943,Commute to/from work
619,1103557,103557,Friday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,"Entertainment event (i.e. sporting event, play, etc.)",Manhattan,Manhattan Core,"Entertainment event (i.e. sporting event, play, etc.)",61 to 180,1.0,Female,"$15,000 - $24,999",No,No,Yes,No,Yes,No,No,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.46445308399999996,Social/recreation
620,1103558,103558,Friday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,"Grocery store or market (including deli, bodega, etc.)",Manhattan,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",56 to 60,4.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,18-24,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,Yes,Subway,Subway,Yes,0.45372692600000003,Personal errands
621,1103577,103577,Saturday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,11 to 15,1.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"Other, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Walk,Walk,Yes,0.27632096,Social/recreation
622,1103578,103578,Saturday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,Manhattan,Manhattan Core,Work,51 to 55,3.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,73.0,58.0,0.01,No,Subway,Subway,Yes,0.35172084299999995,Commute to/from work
623,1103589,103589,Saturday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Doctor's office or hospital,Manhattan,Manhattan Core,Doctor's office or hospital,41 to 45,5.0,Male,"$15,000 - $24,999",No,No,Yes,No,No,No,No,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Select bus service,Bus,Yes,0.346431505,Medical visit (doctor's office)
624,1103602,103602,Saturday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Child's daycare facility or school,Queens,Inner Queens,Child's daycare facility or school,26 to 30,2.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,73.0,58.0,0.01,No,Subway,Subway,Yes,0.59151801,School
625,1103624,103624,Saturday,Very typical,Queens,Inner Queens,NOON,Manhattan,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",Queens,Middle Queens,"Grocery store or market (including deli, bodega, etc.)",41 to 45,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"Other, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Subway,Subway,Yes,0.458328391,Shopping
626,1103633,103633,Saturday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Outside of New York City,Queens,Outer Queens,Penn Station,56 to 60,1.0,Female,"$100,000 - $149,999",No,No,Yes,No,No,No,No,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,73.0,58.0,0.01,No,Local bus,Bus,Yes,0.362374525,Social/recreation
627,1103639,103639,Saturday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Home,The Bronx,Southern Bronx,Home,61 to 180,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,73.0,58.0,0.01,No,Personal car,Car,No,0.172997652,Shopping
628,1103644,103644,Saturday,Very typical,Queens,Inner Queens,NOON,Queens,Inner Queens,Other,Manhattan,Manhattan Core,Other,41 to 45,2.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,55-64,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Subway,Subway,Yes,0.495335982,Social/recreation
629,1103648,103648,Saturday,Very typical,Staten Island,Staten Island,NOON,Brooklyn,Outer Brooklyn,Home,Staten Island,Staten Island,Home,0 to 5,2.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Local bus,Bus,Yes,0.149543701,Shopping
630,1103651,103651,Saturday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,Manhattan,Manhattan Core,Work,26 to 30,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Subway,Subway,Yes,0.180970875,Commute to/from work
631,1103654,103654,Saturday,Very typical,Queens,Middle Queens,AM,Manhattan,Manhattan Core,Home,Queens,Middle Queens,Home,56 to 60,4.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"Asian, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,73.0,58.0,0.01,No,Subway,Subway,Yes,1.003869602,Commute to/from work
632,1103691,103691,Saturday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Work,Manhattan,Manhattan Core,Work,51 to 55,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Subway,Subway,Yes,0.285053653,Commute to/from work
633,1103693,103693,Saturday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",26 to 30,2.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Walk,Walk,Yes,0.16935925,Shopping
634,1103724,103724,Sunday,Very typical,The Bronx,Southern Bronx,PM,Manhattan,Northern Manhattan,Home,The Bronx,Southern Bronx,Home,16 to 20,3.0,Female,"Less than $14,999",No,No,Yes,No,No,No,No,No,No,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,73.0,58.0,0.0,No,"Shared-ride service such a Uber Pool, Via, or Lyft Line",For-Hire Vehicle,No,0.624128362,Social/recreation
635,1103743,103743,Sunday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,Home,Queens,Middle Queens,Home,0 to 5,2.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Walk,Walk,Yes,0.26260807,Personal errands
636,1103757,103757,Sunday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,6 to 10,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Walk,Walk,Yes,0.584106445,Shopping
637,1103761,103761,Sunday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Home,Queens,Middle Queens,Home,11 to 15,1.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,73.0,58.0,0.0,No,Walk,Walk,Yes,0.6829397840000001,Personal errands
638,1103763,103763,Sunday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,"Grocery store or market (including deli, bodega, etc.)",Staten Island,Staten Island,"Grocery store or market (including deli, bodega, etc.)",61 to 180,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,Yes,Personal car,Car,No,0.281951705,Personal errands
639,1103765,103765,Sunday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",Queens,Middle Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",6 to 10,4.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Walk,Walk,Yes,0.35111221299999995,Shopping
640,1103775,103775,Sunday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",46 to 50,4.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,73.0,58.0,0.0,Yes,Subway,Subway,Yes,0.6843390770000001,Shopping
641,1103799,103799,Sunday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,"Grocery store or market (including deli, bodega, etc.)",Manhattan,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",61 to 180,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.30794519,Shopping
642,1103801,103801,Sunday,Very typical,Queens,Inner Queens,NOON,Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",11 to 15,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Walk,Walk,Yes,0.30189511199999997,Shopping
643,1103832,103832,Monday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,School,The Bronx,Southern Bronx,School,56 to 60,3.0,Male,"$75,000 - $99,999",No,No,Yes,No,No,No,No,No,No,25-34,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.953918437,School
644,1103863,103863,Monday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Manhattan,Manhattan Core,Work,26 to 30,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.703141812,Commute to/from work
