,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,qntacode_start,surveyzone_start,qday1tripend,qborough_end,qntacode_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,ntacode_home
2103,5101744,101744,Sunday,NA,Manhattan,Northern Manhattan,PM,The Bronx,BX06,Southern Bronx,Friend or family member's home,The Bronx,BX06,Southern Bronx,Friend or family member's home,0 to 5,6 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,79,58,0,No,Walk,Walk,Yes,1.309440304,Social/recreation,
2104,5101747,101747,Sunday,NA,Staten Island,Staten Island,NOON,Staten Island,SI36,Staten Island,Home,Staten Island,SI35,Staten Island,Home,11 to 15,5 trips,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,79,58,0,No,Personal car,Car,No,0.130941196,Other,
2105,5101839,101839,Monday,NA,The Bronx,Northern Bronx,AM,The Bronx,BX99,NOT CODED,Work,The Bronx,BX62,Northern Bronx,Work,16 to 20,19 trips,Male,"$75,000 - $99,999",Yes,Yes,No,No,No,Yes,No,No,No,25-34,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,68,55,0.29,Yes,Express bus,Bus,Yes,0.409566474,Business,
2106,5101866,101866,Tuesday,NA,Queens,Inner Queens,PM,Queens,QN31,Inner Queens,Home,Queens,QN63,Inner Queens,Home,41 to 45,5 trips,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81,59,0.29,No,Subway,Subway,Yes,0.193717525,Social/recreation,
2107,5101896,101896,Tuesday,NA,Staten Island,Staten Island,PM,Staten Island,SI12,Staten Island,"Grocery store or market (including deli, bodega, etc.)",Staten Island,SI12,Staten Island,"Grocery store or market (including deli, bodega, etc.)",0 to 5,6 trips,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83,63,0,No,Walk,Walk,Yes,0.172799479,Shopping,
2108,5101911,101911,Wednesday,NA,Manhattan,Northern Manhattan,PM,Brooklyn,BK68,Inner Brooklyn,Home,Manhattan,MN35,Northern Manhattan,Home,61 to 180,5 trips,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"Other, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,83,63,0,No,Subway,Subway,Yes,0.249515929,Commute to/from work,
2109,5101954,101954,Thursday,NA,Brooklyn,Outer Brooklyn,NOON,Brooklyn,BK60,Inner Brooklyn,Home,Brooklyn,BK95,Outer Brooklyn,Home,6 to 10,6 trips,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,86,65,0,Yes,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,4.836237517,Medical visit (doctor's office),
2110,5102005,102005,Friday,NA,The Bronx,Northern Bronx,PM,Manhattan,MN03,Northern Manhattan,Home,Manhattan,MN03,Northern Manhattan,Home,6 to 10,5 trips,Male,"$100,000 - $149,999",No,No,Yes,No,No,No,No,No,No,65 or older,Hispanic,No high school,Yes,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,80,56,0.44,No,Walk,Walk,Yes,6.154398251,Dining,
2111,5102033,102033,Saturday,NA,Staten Island,Staten Island,AM,Brooklyn,BK37,Inner Brooklyn,"Entertainment event (i.e. sporting event, play, etc.)",Staten Island,SI32,Staten Island,"Entertainment event (i.e. sporting event, play, etc.)",26 to 30,5 trips,Male,"$200,000 and above",Yes,No,Yes,No,No,No,No,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,80,56,0.44,Yes,Personal car,Car,No,0.291012994,Business,
2112,5102048,102048,Saturday,NA,Queens,Middle Queens,PM,Manhattan,MN33,Northern Manhattan,Home,Queens,QN17,Middle Queens,Home,31 to 35,5 trips,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,80,56,0.44,No,Subway,Subway,Yes,0.269411219,Personal errands,
2113,5102079,102079,Saturday,NA,Queens,Inner Queens,NOON,Queens,QN70,Inner Queens,Home,Queens,QN70,Inner Queens,Home,0 to 5,5 trips,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,69,56,0,No,Walk,Walk,Yes,0.303081642,Shopping,
2114,5102123,102123,Sunday,NA,Staten Island,Staten Island,PM,Staten Island,SI22,Staten Island,Restaurant or bar,Staten Island,SI22,Staten Island,Restaurant or bar,11 to 15,5 trips,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,69,56,0,No,Personal car,Car,No,0.212109533,Dining,
2115,5102174,102174,Sunday,NA,Staten Island,Staten Island,PM,Staten Island,SI25,Staten Island,Restaurant or bar,Staten Island,SI54,Staten Island,Restaurant or bar,11 to 15,6 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,69,56,0,No,Personal car,Car,No,0.125591212,Dining,
2116,5102179,102179,Sunday,NA,Manhattan,Northern Manhattan,PM,Manhattan,MN03,Northern Manhattan,Home,Manhattan,MN03,Northern Manhattan,Home,0 to 5,5 trips,Male,"$35,000 - $49,999",No,No,Yes,No,No,No,No,No,No,55-64,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,69,56,0,No,Walk,Walk,Yes,0.536245155,Dining,
2117,5102254,102254,Monday,NA,Queens,Inner Queens,PM,Queens,QN29,Inner Queens,Other,Queens,QN28,Inner Queens,Other,16 to 20,8 trips,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,55-64,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,89,63,0,No,Walk,Walk,Yes,0.821771412,Other,
2118,5102261,102261,Monday,NA,Manhattan,Northern Manhattan,NOON,Manhattan,MN36,Northern Manhattan,Home,Manhattan,MN36,Northern Manhattan,Home,6 to 10,6 trips,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,89,63,0,No,Walk,Walk,Yes,0.468862446,Shopping,
2119,5102265,102265,Monday,NA,Queens,Inner Queens,NOON,Queens,QN22,Middle Queens,Home,Queens,QN63,Inner Queens,Home,41 to 45,5 trips,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,78,61,0,No,Subway,Subway,Yes,0.664273941,Dining,
2120,5102309,102309,Tuesday,NA,Brooklyn,Inner Brooklyn,PM,Manhattan,MN22,Manhattan Core,Home,Brooklyn,BK75,Inner Brooklyn,Home,41 to 45,5 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,Other,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,78,61,0,No,Subway,Subway,Yes,0.480778268,Personal errands,
2121,5102382,102382,Wednesday,NA,Manhattan,Northern Manhattan,PM,Manhattan,MN11,Northern Manhattan,Home,Manhattan,MN11,Northern Manhattan,Home,0 to 5,5 trips,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68,63,0.1,No,Walk,Walk,Yes,0.362374525,Commute to/from work,
2122,5102417,102417,Wednesday,NA,Manhattan,Manhattan Core,PM,Manhattan,MN21,Manhattan Core,Home,Manhattan,MN24,Manhattan Core,Home,56 to 60,6 trips,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,68,63,0.1,No,Local bus,Bus,Yes,0.671568498,Personal errands,
2123,5102885,102885,Sunday,NA,Queens,Inner Queens,PM,Manhattan,MN24,Manhattan Core,Home,Queens,QN72,Inner Queens,Home,56 to 60,7 trips,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,51,0.16,No,Subway,Subway,Yes,0.301895112,Commute to/from work,
2124,5102918,102918,Sunday,NA,Staten Island,Staten Island,PM,Staten Island,SI11,Staten Island,Home,Staten Island,SI01,Staten Island,Home,11 to 15,5 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,51,0.16,No,Personal car,Car,No,0.125591212,Dining,
2125,5103057,103057,Monday,NA,Queens,Inner Queens,NOON,Manhattan,MN15,Manhattan Core,Work,Manhattan,MN17,Manhattan Core,Work,11 to 15,6 trips,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75,58,0,No,Walk,Walk,Yes,0.282412258,Personal errands,
2126,5103078,103078,Monday,NA,Staten Island,Staten Island,PM,Staten Island,SI01,Staten Island,Friend or family member's home,Staten Island,SI54,Staten Island,Friend or family member's home,6 to 10,5 trips,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75,58,0,No,Personal car,Car,No,0.324327795,Personal errands,
2127,5103103,103103,Monday,NA,The Bronx,Northern Bronx,PM,The Bronx,BX62,Northern Bronx,Home,The Bronx,BX62,Northern Bronx,Home,11 to 15,5 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75,58,0,No,Car Service,For-Hire Vehicle,No,0.312646917,Social/recreation,
2128,5103164,103164,Tuesday,NA,The Bronx,Southern Bronx,NOON,Manhattan,MN36,Northern Manhattan,Home,The Bronx,BX63,Southern Bronx,Home,36 to 40,5 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,58,0,No,Subway,Subway,Yes,0.531641763,Commute to/from work,
2129,5103166,103166,Tuesday,NA,Queens,Inner Queens,PM,Manhattan,MN12,Manhattan Core,Restaurant or bar,Manhattan,MN12,Manhattan Core,Restaurant or bar,0 to 5,7 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,58,0,No,Walk,Walk,Yes,0.193717525,Dining,
2130,5103181,103181,Tuesday,NA,Queens,Inner Queens,NOON,Queens,QN70,Inner Queens,Home,Queens,QN70,Inner Queens,Home,0 to 5,5 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,58,0,No,Walk,Walk,Yes,0.276629043,Commute to/from work,
2131,5103286,103286,Wednesday,NA,Manhattan,Northern Manhattan,NOON,Manhattan,MN17,Manhattan Core,Friend or family member's home,Manhattan,MN12,Manhattan Core,Friend or family member's home,21 to 25,6 trips,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71,60,0,No,Subway,Subway,Yes,0.262513267,Other,
2132,5103355,103355,Wednesday,NA,Manhattan,Northern Manhattan,NOON,Manhattan,MN32,Manhattan Core,Work,Manhattan,MN12,Manhattan Core,Work,21 to 25,8 trips,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82,60,0,No,Select bus service,Bus,Yes,1.367415,Commute to/from work,
2133,5103369,103369,Wednesday,NA,Queens,Middle Queens,NOON,Manhattan,MN40,Manhattan Core,Home,Queens,QN60,Middle Queens,Home,46 to 50,7 trips,Male,"$35,000 - $49,999",No,No,Yes,No,No,No,No,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,82,60,0,No,Subway,Subway,Yes,0.4324799,Social/recreation,
2134,5103380,103380,Thursday,NA,The Bronx,Southern Bronx,NOON,The Bronx,BX06,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,BX06,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",0 to 5,8 trips,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",No,Other,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82,60,0,No,Walk,Walk,Yes,0.557802913,Personal errands,
2135,5103454,103454,Thursday,NA,Manhattan,Northern Manhattan,NOON,Manhattan,MN21,Manhattan Core,Work,Manhattan,MN21,Manhattan Core,Work,0 to 5,7 trips,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83,67,0,No,Walk,Walk,Yes,0.355356143,Dining,
2136,5103474,103474,Friday,NA,Queens,Middle Queens,PM,Queens,QN17,Middle Queens,Home,Queens,QN17,Middle Queens,Home,6 to 10,5 trips,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83,67,0,No,Walk,Walk,Yes,0.877051212,Dining,
2137,5103543,103543,Friday,NA,Queens,Inner Queens,PM,Queens,QN31,Inner Queens,Home,Queens,QN63,Inner Queens,Home,11 to 15,5 trips,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83,67,0,No,Walk,Walk,Yes,0.313825636,Social/recreation,
2138,5103589,103589,Saturday,NA,Manhattan,Northern Manhattan,PM,Manhattan,MN14,Manhattan Core,Home,Manhattan,MN34,Northern Manhattan,Home,51 to 55,5 trips,Male,"$15,000 - $24,999",No,No,Yes,No,No,No,No,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,73,58,0.01,No,Subway,Subway,Yes,0.346431505,Social/recreation,
2139,5103836,103836,Monday,NA,Staten Island,Staten Island,NOON,Manhattan,MN25,Manhattan Core,Home,Staten Island,SI37,Staten Island,Home,56 to 60,5 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Staten Island ferry,Ferry,Yes,0.082747367,Commute to/from work,
2140,5103840,103840,Monday,NA,The Bronx,Northern Bronx,PM,The Bronx,BX44,Northern Bronx,Home,The Bronx,BX44,Northern Bronx,Home,11 to 15,5 trips,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.243750363,Shopping,
2141,5104104,104104,Saturday,NA,Queens,Outer Queens,PM,Queens,QN55,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,QN55,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",16 to 20,6 trips,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,18-24,"Other, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.194600243,Shopping,
2142,5104215,104215,Monday,NA,Queens,Inner Queens,NOON,Manhattan,MN17,Manhattan Core,Home,Queens,QN28,Inner Queens,Home,61 to 180,5 trips,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Subway,Subway,Yes,1.109846903,Commute to/from work,
2143,5104309,104309,Tuesday,NA,The Bronx,Southern Bronx,PM,The Bronx,BX34,Southern Bronx,Home,The Bronx,BX34,Southern Bronx,Home,11 to 15,5 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.825819606,Shopping,
2144,5104442,104442,Tuesday,NA,Queens,Middle Queens,NOON,Queens,QN61,Middle Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,QN06,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",11 to 15,6 trips,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.671911088,Shopping,
2145,5104513,104513,Wednesday,NA,Staten Island,Staten Island,PM,Staten Island,SI54,Staten Island,Home,Staten Island,SI54,Staten Island,Home,11 to 15,5 trips,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.11397276,Social/recreation,
2146,5104532,104532,Wednesday,NA,Manhattan,Manhattan Core,NOON,Manhattan,MN32,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",Manhattan,MN32,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",6 to 10,7 trips,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.488342209,Shopping,
2147,5104551,104551,Wednesday,NA,Manhattan,Northern Manhattan,PM,Manhattan,MN13,Manhattan Core,Restaurant or bar,Manhattan,MN01,Northern Manhattan,Restaurant or bar,41 to 45,6 trips,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Subway,Subway,Yes,0.224564811,Dining,
2148,5104609,104609,Wednesday,NA,The Bronx,Northern Bronx,AM,Manhattan,MN23,Manhattan Core,Home,The Bronx,BX29,Northern Bronx,Home,56 to 60,6 trips,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Subway,Subway,Yes,0.625057882,Commute to/from work,
2149,5104763,104763,Thursday,NA,The Bronx,Northern Bronx,PM,The Bronx,BX31,Northern Bronx,Friend or family member's home,Manhattan,MN25,Manhattan Core,Friend or family member's home,61 to 180,5 trips,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.371744102,Personal errands,
2150,5104814,104814,Thursday,NA,Staten Island,Staten Island,PM,Queens,QN70,Inner Queens,Friend or family member's home,Staten Island,SI54,Staten Island,Friend or family member's home,56 to 60,7 trips,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Other, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,0.128990272,Accompanying other traveler,
2151,5104826,104826,Thursday,NA,Queens,Middle Queens,PM,Queens,QN17,Middle Queens,Home,Queens,QN17,Middle Queens,Home,16 to 20,5 trips,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Walk,Walk,Yes,0.4456879,Shopping,
2152,5104862,104862,Thursday,NA,The Bronx,Northern Bronx,PM,The Bronx,BX46,Northern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,BX27,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",51 to 55,6 trips,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,No,Subway,Subway,Yes,0.472579778,Shopping,
2153,5104905,104905,Friday,NA,Manhattan,Northern Manhattan,PM,Manhattan,MN15,Manhattan Core,Home,Manhattan,MN36,Northern Manhattan,Home,61 to 180,5 trips,Female,"Less than $14,999",No,No,No,No,No,Yes,No,No,No,18-24,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Subway,Subway,Yes,0.240084734,Commute to/from work,
2154,5104946,104946,Friday,NA,Manhattan,Manhattan Core,PM,Manhattan,MN99,NOT CODED,Friend or family member's home,The Bronx,BX59,Northern Bronx,Friend or family member's home,56 to 60,6 trips,Female,"$15,000 - $24,999",No,No,Yes,Yes,No,Yes,No,No,No,45-54,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,Other,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Subway,Subway,Yes,3.101423805,Social/recreation,
2155,5105008,105008,Friday,NA,Brooklyn,Outer Brooklyn,PM,Brooklyn,BK91,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,BK91,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",0 to 5,6 trips,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,Yes,Walk,Walk,Yes,2.27661488,Shopping,
2156,5105033,105033,Friday,NA,Queens,Middle Queens,PM,Manhattan,MN17,Manhattan Core,Home,Queens,QN17,Middle Queens,Home,26 to 30,5 trips,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,NA,NA,NA,No,Subway,Subway,Yes,0.348204894,Social/recreation,
